air05.mp,0.4016,52122,52121,47318,0,0,0,216,0,0,0
assign1-5-8.mp,0.0008,3721,130,130,0,0,0,0,0,0,0
blp-ar98.mp,0.0465,200602,15806,15806,0,0,0,0,0,0,0
blp-ic98.mp,0.0357,191948,13550,13550,0,0,0,0,0,0,0
bppc4-08.mp,0.0045,23965,1454,1454,0,0,0,0,0,0,0
chromaticindex1024-7.mp,8.1267,270325,270324,270324,0,0,0,0,0,0,0
chromaticindex512-7.mp,3.0543,135157,135156,135156,0,0,0,0,0,0,0
cmflsp50-24-8-8.mp,0.0033,158623,2400,2400,0,0,0,0,0,0,0
cod105.mp,0.0604,57345,57344,57344,0,0,0,0,0,0,0
comp07-2idx.mp,0.0973,86578,36417,30628,0,0,0,7919,0,0,0
comp21-2idx.mp,0.0441,57302,22686,17716,0,0,0,6808,0,0,0
cost266-UUE.mp,0.0008,12313,171,171,0,0,0,0,0,0,0
cvs16r128-89.mp,0.011,12529,10480,10480,0,0,0,0,0,0,0
eil33-2.mp,0.6459,44244,44243,44243,0,0,0,0,0,0,0
ex10.mp,0.2275,1162001,39808,37976,0,0,0,0,0,0,0
ex9.mp,0.1233,517113,23112,22396,0,0,0,0,0,0,0
exp-1-500-5-5.mp,0.0009,1981,250,250,0,0,0,0,0,0,0
fast0507.mp,0.5987,409350,6,6,0,0,0,0,0,0,0
fiball.mp,0.1916,104793,33232,33232,0,0,0,0,0,0,0
glass4.mp,0.0012,1816,302,302,0,0,0,0,0,0,0
graph20-20-1rand.mp,0.0057,19278,1406,1406,0,0,0,0,0,0,0
graphdraw-domain.mp,0.0009,2601,180,180,0,0,0,0,0,0,0
h80x6320d.mp,0.02,31522,6320,6320,0,0,0,0,0,0,0
irp.mp,1.7537,98255,98254,98254,0,0,0,0,0,0,0
leo1.mp,0.0109,131219,6727,6727,0,0,0,0,0,0,0
leo2.mp,0.0282,219960,11099,11099,0,0,0,0,0,0,0
lotsize.mp,0.001,6566,600,600,0,0,0,0,0,0,0
mad.mp,0.0008,3008,220,220,0,0,0,0,0,0,0
milo-v12-6-r2-40-1.mp,0.0018,14605,1260,1260,0,0,0,0,0,0,0
