30n20b8.mp,1.4839999675750732,1.375,1.3280000686645508,1.3650000095367432,1.431999921798706,1.4579999446868896
academictimetablesmall.mp,486.09600019454956,166.80299997329712,659.8880000114441,670.1019999980927,364.5439999103546,3604.164999961853
atlanta-ip.mp,482.6109998226166,608.268000125885,754.4049999713898,1284.095999956131,407.3439998626709,462.2190001010895
bab2.mp,3603.625,3607.298000097275,3606.835000038147,3142.475000143051,3606.0780000686646,3602.5390000343323
bab6.mp,3611.851000070572,3607.6859998703003,1818.957999944687,1203.2130000591278,1771.845999956131,588.4479999542236
bnatt400.mp,116.9150002002716,166.68499994277954,173.0460000038147,-1,-1,268.88100004196167
bnatt500.mp,783.7290000915527,644.7179999351501,695.8879997730255,-1,-1,877.0910000801086
brazil3.mp,301.82999992370605,229.4960000514984,316.3220000267029,227.37299990653992,334.98600006103516,233.94199991226196
co-100.mp,3528.1719999313354,1641.4990000724792,1473.829999923706,-1,-1,1882.6189999580383
cryptanalysiskb128n5obj14.mp,1357.7420001029968,2482.7290000915527,3601.5490000247955,2482.3830001354218,2501.763000011444,1208.4279999732971
cryptanalysiskb128n5obj16.mp,2569.015000104904,1625.768000125885,2419.447000026703,1609.8199999332428,1839.7860000133514,1181.9989998340607
csched007.mp,164.94700002670288,164.25999999046326,151.86800003051758,-1,-1,167.8140001296997
csched008.mp,34.973999977111816,82.93099999427795,34.926000118255615,-1,-1,35.2739999294281
decomp2.mp,0.26600003242492676,4.033999919891357,2.453000068664551,-1,-1,0.3429999351501465
drayage-100-23.mp,0.20299983024597168,0.21899986267089844,0.18799996376037598,-1,-1,-1
drayage-25-23.mp,2.4679999351501465,2.4529998302459717,2.25,-1,-1,-1
dws008-01.mp,3070.8899998664856,3602.6109998226166,2861.481999874115,-1,-1,3299.104999780655
enlight_hard.mp,0.014999866485595703,0.015999794006347656,0.015000104904174805,-1,-1,0.0
fastxgemm-n2r6s0t2.mp,41.365999937057495,39.53400015830994,-1,38.22200012207031,-1,-1
fhnw-binpack4-4.mp,562.4619998931885,273.25099992752075,8.111000061035156,-1,-1,-1
fhnw-binpack4-48.mp,37.70800018310547,14.282999992370605,17.06500005722046,-1,-1,-1
germanrr.mp,1138.486999988556,966.7590000629425,921.7360000610352,1052.837000131607,1068.4370000362396,924.569000005722
gfd-schedulen180f7d50m30k18.mp,3600.3689999580383,2328.5620000362396,2704.728000164032,3660.2799999713898,2603.40700006485,2499.891000032425
gmu-35-40.mp,177.4760000705719,311.6229999065399,72.49300003051758,-1,-1,77.7279999256134
gmu-35-50.mp,317.22199988365173,165.7039999961853,381.8609998226166,-1,-1,247.35999989509583
highschool1-aigio.mp,429.50099992752075,1941.654000043869,1954.3789999485016,1325.1100001335144,1339.7699999809265,1324.6110000610352
hypothyroid-k1.mp,4.25,5.672999858856201,6.250999927520752,-1,-1,3.625
irish-electricity.mp,1470.6099998950958,1628.6859998703003,2237.128000020981,-1,-1,1843.6000001430511
istanbul-no-cutoff.mp,41.93100023269653,39.0220000743866,34.799999952316284,-1,-1,41.895999908447266
k1mushroom.mp,25.986000061035156,142.92700004577637,100.89400005340576,-1,-1,53.782999992370605
lectsched-5-obj.mp,89.52400016784668,96.375,99.55700016021729,-1,-1,-1
mcsched.mp,25.082000017166138,24.06500005722046,-1,21.973999977111816,-1,-1
mzzv11.mp,9.812999963760376,9.062999963760376,10.610000133514404,-1,-1,10.859999895095825
mzzv42z.mp,6.156999826431274,5.688000202178955,8.42199993133545,-1,-1,6.2190001010894775
n2seq36q.mp,2.7350001335144043,13.17199993133545,15.976999998092651,-1,-1,16.22000002861023
neos-2657525-crna.mp,3600.0099999904633,3600.1579999923706,3600.646000146866,3600.0569999217987,3600.3129999637604,-1
neos-2746589-doon.mp,154.25099992752075,133.89999985694885,-1,168.48399996757507,-1,-1
neos-3216931-puriri.mp,107.7059998512268,146.0310001373291,90.58700013160706,103.71300005912781,33.598999977111816,113.49000000953674
neos-3656078-kumeu.mp,2054.960000038147,748.6549999713898,3601.8359999656677,-1,-1,1880.1900000572205
neos-3988577-wolgan.mp,243.22899985313416,247.76199984550476,225.9980001449585,-1,-1,233.44700002670288
neos-4387871-tavua.mp,1261.4900000095367,1198.5569999217987,1211.055999994278,-1,-1,1123.3280000686646
neos-4413714-turia.mp,24.081000089645386,210.96199989318848,208.13399982452393,-1,-1,34.787999868392944
neos-4532248-waihi.mp,161.29800009727478,234.760999917984,158.7920000553131,-1,-1,239.94400000572205
neos-4647030-tutaki.mp,182.87600016593933,293.1870000362396,81.98999977111816,-1,-1,188.72099995613098
neos-4722843-widden.mp,38.753000020980835,35.67300009727478,32.43900012969971,41.58200001716614,32.06400012969971,36.83200001716614
neos-4738912-atrato.mp,21.30299997329712,38.73899984359741,56.63499999046326,-1,-1,54.27400016784668
neos-5104907-jarama.mp,1409.8570001125336,1148.7829999923706,-1,1459.7649998664856,-1,-1
neos-5195221-niemur.mp,1856.805999994278,1774.7070000171661,-1,1431.6029999256134,-1,-1
neos-631710.mp,476.85000014305115,1025.763000011444,763.1280000209808,-1,-1,594.2809998989105
neos-662469.mp,24.003000020980835,32.38099980354309,21.361000061035156,-1,-1,60.83899998664856
neos-787933.mp,0.28099989891052246,234.33300018310547,217.6949999332428,-1,-1,0.7810001373291016
neos-827175.mp,0.40599989891052246,5.2820000648498535,3.6430001258850098,3.6100001335144043,1.9839999675750732,0.40599989891052246
neos-957323.mp,2.8440001010894775,6.891999959945679,4.9070000648498535,-1,-1,4.562000036239624
