30n20b8.mp,88,88
academictimetablesmall.mp,10796,408
atlanta-ip.mp,10098,11762
bab2.mp,60945,12867
bab6.mp,3232,438
bnatt400.mp,35151,50140
bnatt500.mp,96621,153474
brazil3.mp,12142,5831
co-100.mp,124509,3801
cryptanalysiskb128n5obj14.mp,355,403
cryptanalysiskb128n5obj16.mp,598,364
csched007.mp,88919,88919
csched008.mp,1772869,244963
decomp2.mp,1,1
drayage-100-23.mp,1,1
drayage-25-23.mp,1,1
dws008-01.mp,521988,402909
enlight_hard.mp,0,0
fastxgemm-n2r6s0t2.mp,21018,21018
fhnw-binpack4-4.mp,154358,133500
fhnw-binpack4-48.mp,21738,4883
germanrr.mp,72969,36444
gfd-schedulen180f7d50m30k18.mp,1,63
gmu-35-40.mp,106121,21692
gmu-35-50.mp,191339,2275981
highschool1-aigio.mp,127,880
hypothyroid-k1.mp,1,1
irish-electricity.mp,19633,9548
istanbul-no-cutoff.mp,158,156
k1mushroom.mp,1,1
lectsched-5-obj.mp,10641,5626
mcsched.mp,10592,11875
mzzv11.mp,1,1
mzzv42z.mp,1,1
n2seq36q.mp,1,1
neos-2657525-crna.mp,63481397,49027608
neos-2746589-doon.mp,878,3378
neos-3216931-puriri.mp,4778,4787
neos-3656078-kumeu.mp,166075,238652
neos-3988577-wolgan.mp,2897,3040
neos-4387871-tavua.mp,58126,263665
neos-4413714-turia.mp,1,1
neos-4532248-waihi.mp,508,1270
neos-4647030-tutaki.mp,15811,7929
neos-4722843-widden.mp,6255,2523
neos-4738912-atrato.mp,10537,10437
neos-5104907-jarama.mp,101,190
neos-5195221-niemur.mp,66271,22854
neos-631710.mp,15537,4070
neos-662469.mp,2664,1627
neos-787933.mp,1,1
neos-827175.mp,1,1
neos-957323.mp,1,1
neos-960392.mp,1,1
neos8.mp,1,1
net12.mp,1790,3001
netdiversion.mp,106,197
ns1116954.mp,7196,4620
nu25-pr12.mp,54,54
nursesched-medium-hint03.mp,1279,5745
nursesched-sprint02.mp,1,1
peg-solitaire-a3.mp,7533,10661
physiciansched3-3.mp,17791,8103
physiciansched6-2.mp,1,1
piperout-08.mp,1,1
piperout-27.mp,1,1
proteindesign121hz512p9.mp,89932,32539
proteindesign122trx11p8.mp,6191,58452
radiationm18-12-05.mp,25285,149613
rail01.mp,1,1
rail02.mp,47,62
rd-rplusc-21.mp,23688,72715
rocI-4-11.mp,11801,25944
rocII-5-11.mp,238803,149086
roi2alpha3n4.mp,25283,1053
roi5alpha10n8.mp,346761,10949
roll3000.mp,1227,2611
s100.mp,7525,8363
s250r10.mp,459358,348069
satellites2-40.mp,1,1
satellites2-60-fs.mp,734,1
sct2.mp,3668,2991
sing326.mp,29270,36419
sing44.mp,26115,26356
splice1k1.mp,3883,1
supportcase18.mp,553467,63
supportcase22.mp,409,269
supportcase33.mp,4041,4635
supportcase6.mp,5491,3120
supportcase7.mp,1,1
swath1.mp,1481,1481
swath3.mp,16347,25577
tbfp-network.mp,149,149
traininstance2.mp,766124,323670
traininstance6.mp,60555,81224
triptim1.mp,1,1
uccase9.mp,5881,3620
uct-subprob.mp,369762,130147
wachplan.mp,37630,37630
