air05.mp,0.2081,52122,52121,48225,0,0,0,429,0,0,0
assign1-5-8.mp,0.0012,3721,130,130,0,0,0,0,0,0,0
blp-ar98.mp,0.0456,200602,15806,15806,0,0,0,0,0,0,0
blp-ic98.mp,0.0379,191948,13550,13550,0,0,0,0,0,0,0
bppc4-08.mp,0.0062,23965,1454,1454,0,0,0,0,0,0,0
chromaticindex1024-7.mp,3.2307,270325,270324,270324,0,0,0,0,0,0,0
chromaticindex512-7.mp,1.2526,135157,135156,135156,0,0,0,0,0,0,0
cmflsp50-24-8-8.mp,0.0028,158623,2400,2400,0,0,0,0,0,0,0
cod105.mp,0.0582,57345,57344,57344,0,0,0,0,0,0,0
comp07-2idx.mp,0.0928,86578,36417,30628,0,0,0,7919,0,0,0
comp21-2idx.mp,0.0393,57302,22686,17713,0,0,0,6808,0,0,0
cost266-UUE.mp,0.0013,12313,171,171,0,0,0,0,0,0,0
cvs16r128-89.mp,0.0098,12529,10480,10480,0,0,0,0,0,0,0
eil33-2.mp,0.5432,44244,44243,44243,0,0,0,0,0,0,0
ex10.mp,0.2194,1162001,39808,37944,0,0,0,0,0,0,0
ex9.mp,0.0937,517113,23112,22522,0,0,0,0,0,0,0
exp-1-500-5-5.mp,0.0011,1981,250,250,0,0,0,0,0,0,0
fast0507.mp,0.6016,409350,6,6,0,0,0,0,0,0,0
fiball.mp,0.1908,104793,33232,33232,0,0,0,0,0,0,0
glass4.mp,0.0012,1816,302,302,0,0,0,0,0,0,0
graph20-20-1rand.mp,0.0053,19278,1406,1406,0,0,0,0,0,0,0
graphdraw-domain.mp,0.0014,2601,180,180,0,0,0,0,0,0,0
h80x6320d.mp,0.0227,31522,6320,6320,0,0,0,0,0,0,0
irp.mp,1.9068,98255,98254,98254,0,0,0,0,0,0,0
leo1.mp,0.0141,131219,6727,6727,0,0,0,0,0,0,0
leo2.mp,0.0286,219960,11099,11099,0,0,0,0,0,0,0
lotsize.mp,0.002,6566,600,600,0,0,0,0,0,0,0
mad.mp,0.0018,3008,220,220,0,0,0,0,0,0,0
milo-v12-6-r2-40-1.mp,0.0016,14605,1260,1260,0,0,0,0,0,0,0
momentum1.mp,0.0951,103199,50815,30466,0,0,0,0,0,0,0
n3div36.mp,0.0788,340741,22120,22120,0,0,0,0,0,0,0
neos-1171448.mp,0.0072,131860,9954,9198,0,0,0,0,0,0,0
neos-1171737.mp,0.0023,58621,2280,2370,0,0,0,0,0,0,0
neos-1354092.mp,0.0325,187188,13223,13223,0,0,0,0,0,0,0
neos-1456979.mp,0.0178,36441,4245,4245,0,0,0,0,0,0,0
neos-2075418-temuka.mp,2.2777,7610262,183456,183456,0,0,0,0,0,0,0
