bppc4-08.mp,0.0046,23965,1454,0,0,1454,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0
chromaticindex1024-7.mp,4.5653,270325,270324,0,0,270324,0,0,0,0,0,0,0,67583,0,67583,0,0,0,0,0,0,0
chromaticindex512-7.mp,1.5269,135157,135156,0,0,135156,0,0,0,0,0,0,0,33791,0,33791,0,0,0,0,0,0,0
cmflsp50-24-8-8.mp,0.0021,158623,2400,0,0,2400,0,0,0,0,0,0,0,1200,0,1200,0,0,0,0,0,0,0
cod105.mp,0.0865,57345,57344,0,0,57344,0,0,0,0,0,0,0,1024,0,1024,0,0,0,0,0,0,0
comp07-2idx.mp,0.0965,86578,36417,0,0,30628,0,0,0,7919,0,0,0,18208,0,14031,0,0,0,2310,0,0,0
comp21-2idx.mp,0.0412,57302,22686,0,0,17713,0,0,0,6808,0,0,0,11320,0,7837,0,0,0,1831,0,0,0
cost266-UUE.mp,0.0005,12313,171,0,0,171,0,0,0,0,0,0,0,57,0,57,0,0,0,0,0,0,0
cvs16r128-89.mp,0.0102,12529,10480,0,0,10480,0,0,0,0,0,0,0,4617,0,4617,0,0,0,0,0,0,0
eil33-2.mp,0.4812,44244,44243,0,0,44243,0,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0
ex10.mp,0.2628,1162001,39808,0,0,38055,0,0,0,0,0,0,0,2424,0,485,0,0,0,0,0,0,0
ex9.mp,0.1174,517113,23112,0,0,22353,0,0,0,0,0,0,0,1314,0,489,0,0,0,0,0,0,0
exp-1-500-5-5.mp,0.0009,1981,250,0,0,250,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0
fast0507.mp,0.602,409350,6,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
fiball.mp,0.1995,104793,33232,0,0,33232,0,0,0,0,0,0,0,2500,0,2500,0,0,0,0,0,0,0
glass4.mp,0.0005,1816,302,0,0,302,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0
graph20-20-1rand.mp,0.004,19278,1406,0,0,1406,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0
graphdraw-domain.mp,0.0005,2601,180,0,0,180,0,0,0,0,0,0,0,45,0,45,0,0,0,0,0,0,0
h80x6320d.mp,0.0267,31522,6320,0,0,6320,0,0,0,0,0,0,0,79,0,79,0,0,0,0,0,0,0
irp.mp,1.4266,98255,98254,0,0,98254,0,0,0,0,0,0,0,39,0,39,0,0,0,0,0,0,0
leo1.mp,0.0116,131219,6727,0,0,6727,0,0,0,0,0,0,0,434,0,434,0,0,0,0,0,0,0
leo2.mp,0.0324,219960,11099,0,0,11099,0,0,0,0,0,0,0,437,0,437,0,0,0,0,0,0,0
lotsize.mp,0.0009,6566,600,0,0,600,0,0,0,0,0,0,0,120,0,120,0,0,0,0,0,0,0
mad.mp,0.0005,3008,220,0,0,220,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0
milo-v12-6-r2-40-1.mp,0.0007,14605,1260,0,0,1260,0,0,0,0,0,0,0,630,0,630,0,0,0,0,0,0,0
momentum1.mp,0.1068,103199,50815,0,0,30428,0,0,0,0,0,0,0,24463,0,4076,0,0,0,0,0,0,0
n3div36.mp,0.0808,340741,22120,0,0,22120,0,0,0,0,0,0,0,4424,0,4424,0,0,0,0,0,0,0
neos-1171448.mp,0.0066,131860,9954,0,0,9198,0,0,0,0,0,0,0,4977,0,4473,0,0,0,0,0,0,0
neos-1171737.mp,0.0013,58621,2280,0,0,2370,0,0,0,0,0,0,0,540,0,540,0,0,0,0,0,0,0
neos-1354092.mp,0.0308,187188,13223,0,0,13223,0,0,0,0,0,0,0,1889,0,1889,0,0,0,0,0,0,0
neos-1456979.mp,0.0232,36441,4245,0,0,4245,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0
neos-2075418-temuka.mp,2.2921,7610262,183456,0,0,183456,0,0,0,0,0,0,0,91728,0,91728,0,0,0,0,0,0,0
neos-2987310-joes.mp,0.0059,580292,5650,0,0,5650,0,0,0,0,0,0,0,2825,0,2825,0,0,0,0,0,0,0
neos-3004026-krka.mp,0.0514,41861,16900,0,0,16900,0,0,0,0,0,0,0,4225,0,4225,0,0,0,0,0,0,0
neos-3046615-murg.mp,0.0006,1267,480,0,0,300,0,0,0,0,0,0,0,240,0,150,0,0,0,0,0,0,0
neos-3402294-bobin.mp,0.0656,2034889,48816,0,0,24792,0,0,0,0,0,0,0,24088,0,12076,0,0,0,0,0,0,0
neos-3402454-bohle.mp,0.0878,8953801,48816,0,0,24792,0,0,0,0,0,0,0,24088,0,12076,0,0,0,0,0,0,0
