air05.mp,0.4463,52122,52121,48640,0,0,0,429,0,0,0
assign1-5-8.mp,0.0019,3721,130,130,0,0,0,0,0,0,0
blp-ar98.mp,0.0592,200602,15806,15806,0,0,0,0,0,0,0
blp-ic98.mp,0.0653,191948,13550,13550,0,0,0,0,0,0,0
bppc4-08.mp,0.0111,23965,1454,1454,0,0,0,0,0,0,0
chromaticindex1024-7.mp,5.9162,270325,270324,270324,0,0,0,0,0,0,0
chromaticindex512-7.mp,2.4114,135157,135156,135156,0,0,0,0,0,0,0
cmflsp50-24-8-8.mp,0.0057,158623,2400,2400,0,0,0,0,0,0,0
cod105.mp,0.1127,57345,57344,57344,0,0,0,0,0,0,0
comp07-2idx.mp,0.1046,86578,36417,30628,0,0,0,7919,0,0,0
comp21-2idx.mp,0.0478,57302,22686,17713,0,0,0,6808,0,0,0
cost266-UUE.mp,0.0035,12313,171,171,0,0,0,0,0,0,0
cvs16r128-89.mp,0.0172,12529,10480,10480,0,0,0,0,0,0,0
eil33-2.mp,0.5602,44244,44243,44243,0,0,0,0,0,0,0
ex10.mp,0.3643,1162001,39808,37975,0,0,0,0,0,0,0
ex9.mp,0.1407,517113,23112,22469,0,0,0,0,0,0,0
exp-1-500-5-5.mp,0.0035,1981,250,250,0,0,0,0,0,0,0
fast0507.mp,0.6032,409350,6,6,0,0,0,0,0,0,0
fiball.mp,0.2202,104793,33232,33232,0,0,0,0,0,0,0
glass4.mp,0.003,1816,302,302,0,0,0,0,0,0,0
graph20-20-1rand.mp,0.0093,19278,1406,1406,0,0,0,0,0,0,0
graphdraw-domain.mp,0.0035,2601,180,180,0,0,0,0,0,0,0
h80x6320d.mp,0.0386,31522,6320,6320,0,0,0,0,0,0,0
irp.mp,1.7395,98255,98254,98254,0,0,0,0,0,0,0
leo1.mp,0.0182,131219,6727,6727,0,0,0,0,0,0,0
leo2.mp,0.0365,219960,11099,11099,0,0,0,0,0,0,0
lotsize.mp,0.0066,6566,600,600,0,0,0,0,0,0,0
mad.mp,0.0022,3008,220,220,0,0,0,0,0,0,0
milo-v12-6-r2-40-1.mp,0.0042,14605,1260,1260,0,0,0,0,0,0,0
momentum1.mp,0.0932,103199,50815,30492,0,0,0,0,0,0,0
n3div36.mp,0.1005,340741,22120,22120,0,0,0,0,0,0,0
neos-1171448.mp,0.0125,131860,9954,9201,0,0,0,0,0,0,0
neos-1171737.mp,0.0045,58621,2280,2370,0,0,0,0,0,0,0
neos-1354092.mp,0.0457,187188,13223,13223,0,0,0,0,0,0,0
neos-1456979.mp,0.0328,36441,4245,4245,0,0,0,0,0,0,0
neos-2075418-temuka.mp,2.307,7610262,183456,183456,0,0,0,0,0,0,0
neos-2987310-joes.mp,0.0142,580292,5650,5650,0,0,0,0,0,0,0
neos-3004026-krka.mp,0.0676,41861,16900,16900,0,0,0,0,0,0,0
neos-3046615-murg.mp,0.0019,1267,480,242,0,0,0,0,0,0,0
neos-3402294-bobin.mp,0.0688,2034889,48816,24792,0,0,0,0,0,0,0
neos-3402454-bohle.mp,0.0719,8953801,48816,24792,0,0,0,0,0,0,0
neos-3555904-turama.mp,1.3459,793606,194131,212430,0,0,0,3930,0,0,0
neos-4300652-rahue.mp,0.1283,183617,41724,41724,0,0,0,0,0,0,0
neos-4763324-toguru.mp,0.9384,266806,160083,160083,0,0,0,0,0,0,0
neos-4954672-berkel.mp,0.0016,8008,84,42,0,0,0,0,0,0,0
neos-5049753-cuanza.mp,0.0356,1440673,11664,8214,0,0,0,0,0,0,0
neos-5114902-kasavu.mp,0.0684,4240377,21812,14364,0,0,0,0,0,0,0
